,danceability,energy,loudness,acousticness,instrumentalness,valence,tempo,genre,like
0,0.5455635491606715,0.5576311197783025,0.7641110427560751,0.5386886919532936,0.912,0.5606028444067077,0.16266719257344503,5,1
0,0.775779376498801,0.45499332854356983,0.5705167640725931,0.002793697261388736,0.762,0.7346635533856931,0.2968086380188341,4,1
0,0.7422062350119905,0.6469259981525199,0.5796677945247617,0.16582051050377708,0.877,0.4947994056463596,0.712481599132254,10,1
0,0.5071942446043166,0.270245304321051,0.734504767763765,0.7949727519792417,0.0,0.25068987476119725,0.5681272318755854,8,1
0,0.7278177458033573,0.6571897772759931,0.8607351584127961,0.22612264227458836,5.62e-05,0.7665039269794099,0.16311796981201182,7,1
0,0.5827338129496403,0.3308016011495433,0.5992002460781298,0.5989908237241048,0.524,0.5064742092973892,0.14608704226740948,5,1
0,0.8309352517985612,0.8378322898491226,0.8170562903721932,0.1668255460332906,0.0,0.7527064317554659,0.21883121914112852,7,1
0,0.3944844124700241,0.6335830852920047,0.7257382343894188,0.08471414327203587,0.784,0.627467628953513,0.46747712657684,10,1
0,0.8189448441247004,0.6222929282561841,0.9158335896647186,0.28742980957491315,0.0,0.6402037783909998,0.23390408305570626,5,1
0,0.5263788968824942,0.22816380991481067,0.5826284220239928,0.9296475129340536,0.936,0.13394183825090214,0.1129337850496912,8,1
0,0.44124700239808157,0.9332854356974241,0.8954167948323594,0.02632157900730028,0.0265,0.701761834005519,0.6709960063954024,10,1
0,0.3177458033573142,0.5206815149337988,0.6009304829283298,0.06019127635190596,0.855,0.5319465081723627,0.3405481169485199,7,1
0,0.6318944844124701,0.7239043415785693,0.8470086127345433,0.0032761143155552266,0.715,0.11165357673530038,0.29632968720285685,7,1
0,0.41127098321342936,0.3821204967669096,0.5250307597662258,0.6221066409029159,0.771,0.4682657609849289,0.6642061742394898,10,1
0,0.7326139088729018,0.2527968798111465,0.5289910796677946,0.6462274936112404,0.00247,0.5818297601358522,0.19629235721278798,6,1
0,0.2901678657074341,0.6612952889253825,0.7921793294370963,0.02129640135973267,0.0138,0.36106983655274894,0.6642061742394898,9,1
0,0.7697841726618706,0.3923842758903829,0.6606813288219011,0.03978905510278147,0.0113,0.3302908087454893,0.18721342189227835,9,1
0,0.485611510791367,0.36261931643231043,0.612965241464165,0.6824087726737272,0.0,0.05752494162598174,0.4808032286919714,7,1
0,0.35611510791366907,0.678743713435287,0.866464164872347,0.026824096772057042,0.000669,0.3355975376777754,0.36376314473471066,6,1
0,0.6534772182254198,0.5514728523042186,0.7591125807443864,0.5688397578386992,4.57e-06,0.35576310762046276,0.2539636701719293,7,1
0,0.6258992805755397,0.44062403777070724,0.43617348508151343,0.4492405298265902,0.000293,0.40458501379749523,0.31022630426054926,6,1
0,0.6966426858513189,0.3821204967669096,0.6820209166410336,0.9236172997569724,0.384,0.8025896837189557,0.15503919648957226,10,1
0,0.6199040767386091,0.7197988299291801,0.7986004306367271,0.025417047030738108,1.45e-06,0.27191679049034173,0.3716728765926876,6,1
0,0.6942446043165468,0.797803551267577,0.6599507843740389,0.0024419348260590035,0.849,0.8492888983230736,0.39550067968755515,10,1
0,0.8033573141486812,0.4334393923842759,0.6973623500461397,0.18391115003502045,0.272,0.6157928253024836,0.25772484275622104,9,1
0,0.4700239808153478,0.7680385918095044,0.7546524146416488,0.4703462759463741,0.0,0.3791127149225218,0.855730153475563,9,1
0,0.7086330935251799,0.8306476444626912,0.9189095662872963,0.29245498722248076,0.0,0.45340691997452776,0.2970199398494123,7,1
0,0.407673860911271,0.8255157549009546,0.8194017225469087,0.45326067194464426,0.0,0.5096582466567608,0.1933130014016355,7,1
0,0.655875299760192,0.6130555270450582,0.6667179329437097,0.33969165710961635,0.0742,0.8662704309063893,0.5553646013086628,6,1
0,0.5083932853717027,0.14913271066406655,0.1542602276222702,0.6773835950261596,0.844,0.14137125875610274,0.612409052170422,10,1
0,0.5767386091127099,0.8193574874268706,0.7932559212549986,0.17185072368085821,0.205,0.7771173848439822,0.2304950801890447,11,1
0,0.7985611510791368,0.540182695268398,0.6225007689941557,0.03988955865573282,0.272,0.6879643387815751,0.2726286652063363,5,1
0,0.4700239808153478,0.6571897772759931,0.657182405413719,0.22009242909750723,0.855,0.7887921884950118,0.19798981525176612,7,1
0,0.460431654676259,0.9373909473468134,0.7999077207013228,0.5386886919532936,0.845,0.9150923370834219,0.4504532424265903,7,1
0,0.41846522781774587,0.6684799343118137,0.7065518302060905,0.2030068250957774,0.0,0.6869029929951179,0.32100269762003714,7,1
0,0.735011990407674,0.6428204865031306,0.7478468163641957,0.0005956845583426643,0.856,0.6677987688388878,0.4445790515365166,10,1
0,0.5683453237410072,0.732115364877348,0.7981005844355584,0.9236172997569724,0.68,0.7378475907450648,0.3705952372567389,10,1
0,0.36690647482014394,0.5206815149337988,0.6525684404798524,0.5738649354862668,0.247,0.7007004882190617,0.3679046606140431,10,1
0,0.4544364508393286,0.016832597762496158,0.02891418025223036,0.9326626195225941,0.692,0.1488006792613033,0.07687864935869898,5,1
0,0.60431654676259,0.39135789797803555,0.5868194401722548,0.30552044910615656,0.166,0.17533432392273404,0.6381033547687303,9,1
0,0.6582733812949642,0.534024427794314,0.6273069824669333,0.09968917266178734,7.69e-06,0.6476331988962004,0.24783591708516167,7,1
0,0.3609112709832134,0.5648157651647338,0.6213472777606891,0.07878443364790609,0.85,0.5659095733389938,0.76616635088782,10,1
0,0.5539568345323741,0.5134968695473675,0.7222008612734544,0.4030088954689682,0.000107,0.3960942475058374,0.31792473428794815,9,1
0,0.539568345323741,0.3841732525916043,0.5751307290064597,0.22411257121556133,0.0725,0.5616641901931649,0.30284482697901777,9,1
0,0.3764988009592326,0.5945807246228062,0.6468009843125193,0.8713554522222692,0.451,0.762258543833581,0.37058819386238623,10,1
0,0.5803357314148682,0.9117314995381302,0.8397800676714857,0.01255259225296503,0.0116,0.39503290171938016,0.4660754911006713,6,1
0,0.7386091127098322,0.5473673406548293,0.6832513072900647,0.037477473384900366,0.865,0.7983443005731268,0.5366150855420244,10,1
0,0.6630695443645085,0.7608539464230731,0.6944786219624731,0.010944535405743396,0.186,0.758013160687752,0.5627460785901943,6,1
0,0.49760191846522794,0.4426767935954019,0.7019763149800062,0.7577864373872413,0.0,0.7060072171513478,0.1773456264042768,6,1
0,0.5467625899280576,0.879913784255363,0.6461857889880038,0.010140506982132579,0.000124,0.7208660581617491,0.2797777104742318,10,1
0,0.5203836930455636,0.4334393923842759,0.7745693632728392,0.1859212210940475,1.92e-05,0.47569518149012946,0.21127365700078177,9,1
0,0.5467625899280576,0.5925279687981115,0.6422254690864351,0.21506725144993963,0.455,0.5202717045213331,0.3154736330532411,10,1
0,0.9220623501199041,0.22816380991481067,0.32782220855121524,0.08391011484842506,0.00024,0.8683931224793038,0.29112461877628065,7,1
0,0.7122302158273381,0.7834342604947143,0.8529298677330053,0.04692480736232747,0.00824,0.7272341328804924,0.7841622234587295,6,1
0,0.655875299760192,0.8501488247972905,0.8575438326668718,0.06390990781110598,0.732,0.28359159414137125,0.9725589356022457,4,1
0,0.6091127098321344,0.8224366211639127,0.8523146724084898,0.4693412404168606,0.0,0.39821693907875183,0.1699782359114504,7,1
0,0.41966426858513195,0.10705121625782615,0.3638495847431561,1.0,0.931,0.0670770537040968,0.34044246603323075,10,1
0,0.762589928057554,0.7300626090526533,0.7782605352199323,0.18190107897599342,0.000122,0.9798344300573126,0.20422321925382286,8,1
0,0.60431654676259,0.5791850559375963,0.8176714856967088,0.7487411176216195,2.25e-06,0.40140097643812356,0.21898617381688584,8,1
0,0.8980815347721824,0.4703889972287797,0.6886727160873578,0.037577976937851726,0.0168,0.3748673317766929,0.2666699535840313,9,1
0,0.5000000000000001,0.895309452940573,0.8515456782528453,0.0025223376684200853,0.0211,0.49267671407344515,0.9148242320939308,7,1
0,0.5923261390887291,0.6428204865031306,0.7848738849584744,0.651252671258808,1.05e-06,0.828061982593929,0.5161047211872347,11,1
0,0.510791366906475,0.49810120086215753,0.7115887419255614,0.34773194134572444,0.653,0.6062407132243685,0.2416306866605154,10,1
0,0.6870503597122303,0.48578466591398956,0.7230467548446633,0.29245498722248076,0.055,0.4067077053704097,0.28425730928248955,7,1
0,0.5767386091127099,0.7577748126860312,0.7948323592740696,0.1014982366149117,0.0,0.5797070685629377,0.30712721074540245,8,1
0,0.4784172661870504,0.8398850456738173,0.964126422639188,0.017778777006435344,0.315,0.5393759286775632,0.2530621156947957,11,1
0,0.8189448441247004,0.18916144924561226,0.6822516148877269,0.47738152465296874,0.0446,0.31543196773508814,0.22647330201370647,10,1
0,0.4160671462829737,0.3780149851175203,0.6526068901876347,0.48240670230053634,0.0,0.4109530885162386,0.34852828275002296,10,1
0,0.8369304556354916,0.38314687467925695,0.7394647800676715,0.5175829458335096,0.903,0.7803014222033539,0.3407664621734507,6,1
0,0.6031175059952039,0.7834342604947143,0.758343586588742,0.04682430380937612,0.741,0.910846953937593,0.2392359325806293,5,1
0,0.2901678657074341,0.9384173252591607,0.8030990464472471,0.3276312307554541,0.472,0.7527064317554659,0.9009346584305911,10,1
0,0.7290167865707434,0.3698039618187417,0.4920409104890804,0.0317487708666733,0.0,0.4565909573338994,0.26874071152369755,7,1
0,0.8105515587529978,0.5360771836190087,0.7540756690249155,0.04883437486840316,0.00584,0.7951602632137551,0.26283130366186075,7,1
0,0.5299760191846524,0.2969311300420815,0.4921178099046448,0.25225356604193994,0.000506,0.6890256845680324,1.0000000000000002,5,1
0,0.7661870503597124,0.5186287591091041,0.5448708089818518,0.08833227117828456,0.772,0.8354914030991296,0.2526113384562288,8,1
0,0.7266187050359713,0.3000102637791235,0.6695247616118118,0.8512547416319988,7.77e-05,0.5818297601358522,0.23234044950942762,9,1
0,0.5947242206235013,0.797803551267577,0.7812211627191634,0.05124646013923561,0.762,0.5298238165994481,0.3322157814293865,4,1
0,0.5275779376498803,0.8881248075541416,0.8431636419563212,0.083608604189571,0.0,0.7611971980471238,0.7752734597857402,9,1
0,0.4928057553956835,0.4395976598583599,0.5727468471239618,0.4502455653561037,0.868,0.46083634047972827,0.49740450918106466,10,1
0,0.22302158273381295,0.49707482294981015,0.5981236542602277,0.5266282655991313,0.322,0.5160263213755042,0.21210477753438944,10,1
0,0.6318944844124701,0.6038181258339321,0.7590741310366043,0.5668296867796722,0.000195,0.6486945446826576,0.2614155813969869,11,1
0,0.7122302158273381,0.21071538540490614,0.5520993540449094,0.5457239406598883,0.0255,0.5414986202504777,0.298294794227234,10,1
0,0.5563549160671463,0.8070409524787029,0.6144263303598894,0.10853348532150633,0.864,0.8853746550626194,0.33813223268557596,10,1
0,0.5551558752997602,0.5853433234116803,0.6940172254690866,0.05496509159843564,0.848,0.4820632562088729,0.5486804200680393,10,1
0,0.6486810551558754,0.6202401724314894,0.7879114118732699,0.031547763760770585,0.894,0.7442156654638081,0.22461384590461836,7,1
0,0.43645083932853723,0.4611515960176537,0.5573285143032913,0.5829102552518884,0.0751,0.1625981744852473,0.3796248688167802,10,1
0,0.7314148681055156,0.6038181258339321,0.6914795447554599,0.06772904282325737,0.907,0.7686266185523244,0.350782168942857,6,1
0,0.8069544364508394,0.7239043415785693,0.8730390649031068,0.013859138441332608,5.32e-06,0.9225217575886224,0.5291350007395563,11,1
0,0.288968824940048,0.5586574976906498,0.635419870808982,0.1014982366149117,0.0107,0.38123540649543625,0.17407044803031474,7,1
0,0.5491606714628298,0.7618803243354205,0.835127653029837,0.4381851390019414,0.164,0.6391424326045426,0.384315769455616,5,1
0,0.1510791366906475,0.9928153546135688,0.9738541987080899,0.0,0.000117,0.1668435576310762,0.49835536741866643,6,1
0,0.5000000000000001,0.7095350508057068,0.8462396185788988,0.29044491616345375,0.00568,0.7102526002971769,0.7464237165174643,11,1
0,0.4628297362110312,0.6120291491327108,0.6786373423561982,0.49547216418421214,0.0242,0.6073020590108257,0.508061164836558,7,1
0,0.5323741007194245,0.5668685209894284,0.624461704091049,0.030743735337159774,0.00577,0.7060072171513478,0.5908140050853308,8,1
0,0.7613908872901679,0.5884224571487222,0.8343586588741927,0.2422032107468047,0.0,0.21460411802165144,0.8806567260894371,7,1
0,0.6786570743405277,0.3061685312532075,0.4356736388803447,0.5386886919532936,0.0523,0.9119082997240502,0.31450868802693405,5,1
0,0.7901678657074341,0.41701734578671873,0.7782605352199323,0.1768759013284258,1.42e-06,0.25493525790702615,0.5618726976904711,8,1
0,0.7565947242206236,0.4888637996510316,0.7235466010458321,0.11657376955761452,0.841,0.7346635533856931,0.5363896969227411,3,1
0,0.5935251798561152,0.49810120086215753,0.6938634266379576,0.41205421523458985,0.338,0.9161536828698791,0.16609732562316432,5,1
0,0.7494004796163071,0.9271271682233401,0.7972162411565673,0.005175631466335782,0.774,0.8874973466355339,0.437359572325095,4,1
0,0.8537170263788969,0.4016216771015088,0.6945939710858198,0.2190873935679937,0.0362,0.4778178730630439,0.32468639286645024,9,1
